"REF_DATE","GEO","DGUID","Type of building","Type of work","Variables","Seasonal adjustment, value type","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2024-12","New Brunswick","2021A000213","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843525","5.33.1.1.2","58443","","","","0"
"2025-01","New Brunswick","2021A000213","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843525","5.33.1.1.2","194349","","","","0"
"2025-02","New Brunswick","2021A000213","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843525","5.33.1.1.2","36853","","","","0"
"2025-03","New Brunswick","2021A000213","Total non-residential","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843525","5.33.1.1.2","48821","","","","0"
"2020-01","New Brunswick","2021A000213","Total industrial","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843526","5.36.1.1.2","5840","","","","0"
"2020-02","New Brunswick","2021A000213","Total industrial","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843526","5.36.1.1.2","7999","","","","0"
"2020-03","New Brunswick","2021A000213","Total industrial","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843526","5.36.1.1.2","1119","","","","0"
"2020-04","New Brunswick","2021A000213","Total industrial","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843526","5.36.1.1.2","4413","","","","0"
"2020-05","New Brunswick","2021A000213","Total industrial","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843526","5.36.1.1.2","2668","","","","0"
"2020-06","New Brunswick","2021A000213","Total industrial","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843526","5.36.1.1.2","12551","","","","0"
"2020-07","New Brunswick","2021A000213","Total industrial","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843526","5.36.1.1.2","4010","","","","0"
"2020-08","New Brunswick","2021A000213","Total industrial","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843526","5.36.1.1.2","7374","","","","0"
"2020-09","New Brunswick","2021A000213","Total industrial","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843526","5.36.1.1.2","15611","","","","0"
"2020-10","New Brunswick","2021A000213","Total industrial","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843526","5.36.1.1.2","6985","","","","0"
"2020-11","New Brunswick","2021A000213","Total industrial","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843526","5.36.1.1.2","12656","","","","0"
"2020-12","New Brunswick","2021A000213","Total industrial","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843526","5.36.1.1.2","7854","","","","0"
"2021-01","New Brunswick","2021A000213","Total industrial","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843526","5.36.1.1.2","2465","","","","0"
"2021-02","New Brunswick","2021A000213","Total industrial","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843526","5.36.1.1.2","10538","","","","0"
"2021-03","New Brunswick","2021A000213","Total industrial","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843526","5.36.1.1.2","5906","","","","0"
"2021-04","New Brunswick","2021A000213","Total industrial","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843526","5.36.1.1.2","4282","","","","0"
"2021-05","New Brunswick","2021A000213","Total industrial","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843526","5.36.1.1.2","6926","","","","0"
"2021-06","New Brunswick","2021A000213","Total industrial","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843526","5.36.1.1.2","3622","","","","0"
"2021-07","New Brunswick","2021A000213","Total industrial","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843526","5.36.1.1.2","5388","","","","0"
"2021-08","New Brunswick","2021A000213","Total industrial","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843526","5.36.1.1.2","3241","","","","0"
"2021-09","New Brunswick","2021A000213","Total industrial","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843526","5.36.1.1.2","4535","","","","0"
"2021-10","New Brunswick","2021A000213","Total industrial","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843526","5.36.1.1.2","4752","","","","0"
"2021-11","New Brunswick","2021A000213","Total industrial","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843526","5.36.1.1.2","9625","","","","0"
"2021-12","New Brunswick","2021A000213","Total industrial","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843526","5.36.1.1.2","7362","","","","0"
"2022-01","New Brunswick","2021A000213","Total industrial","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843526","5.36.1.1.2","6492","","","","0"
"2022-02","New Brunswick","2021A000213","Total industrial","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843526","5.36.1.1.2","2699","","","","0"
"2022-03","New Brunswick","2021A000213","Total industrial","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843526","5.36.1.1.2","12468","","","","0"
"2022-04","New Brunswick","2021A000213","Total industrial","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843526","5.36.1.1.2","10343","","","","0"
"2022-05","New Brunswick","2021A000213","Total industrial","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843526","5.36.1.1.2","4323","","","","0"
"2022-06","New Brunswick","2021A000213","Total industrial","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843526","5.36.1.1.2","3059","","","","0"
"2022-07","New Brunswick","2021A000213","Total industrial","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843526","5.36.1.1.2","8895","","","","0"
"2022-08","New Brunswick","2021A000213","Total industrial","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843526","5.36.1.1.2","4470","","","","0"
"2022-09","New Brunswick","2021A000213","Total industrial","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843526","5.36.1.1.2","4910","","","","0"
"2022-10","New Brunswick","2021A000213","Total industrial","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843526","5.36.1.1.2","13048","","","","0"
"2022-11","New Brunswick","2021A000213","Total industrial","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843526","5.36.1.1.2","4468","","","","0"
"2022-12","New Brunswick","2021A000213","Total industrial","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843526","5.36.1.1.2","5656","","","","0"
"2023-01","New Brunswick","2021A000213","Total industrial","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843526","5.36.1.1.2","6197","","","","0"
"2023-02","New Brunswick","2021A000213","Total industrial","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843526","5.36.1.1.2","14505","","","","0"
"2023-03","New Brunswick","2021A000213","Total industrial","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843526","5.36.1.1.2","6531","","","","0"
"2023-04","New Brunswick","2021A000213","Total industrial","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843526","5.36.1.1.2","12869","","","","0"
"2023-05","New Brunswick","2021A000213","Total industrial","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843526","5.36.1.1.2","5896","","","","0"
"2023-06","New Brunswick","2021A000213","Total industrial","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843526","5.36.1.1.2","9143","","","","0"
"2023-07","New Brunswick","2021A000213","Total industrial","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843526","5.36.1.1.2","5863","","","","0"
"2023-08","New Brunswick","2021A000213","Total industrial","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843526","5.36.1.1.2","9821","","","","0"
"2023-09","New Brunswick","2021A000213","Total industrial","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843526","5.36.1.1.2","11923","","","","0"
"2023-10","New Brunswick","2021A000213","Total industrial","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843526","5.36.1.1.2","7410","","","","0"
"2023-11","New Brunswick","2021A000213","Total industrial","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843526","5.36.1.1.2","5279","","","","0"
"2023-12","New Brunswick","2021A000213","Total industrial","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843526","5.36.1.1.2","3818","","","","0"
"2024-01","New Brunswick","2021A000213","Total industrial","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843526","5.36.1.1.2","11079","","","","0"
"2024-02","New Brunswick","2021A000213","Total industrial","Types of work, total","Value of permits","Seasonally adjusted, current","Dollars","81","thousands","3","v1578843526","5.36.1.1.2","5709","E","","","0"
