"REF_DATE","GEO","DGUID","Labour force characteristics","Gender","Age group","Statistics","Data type","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021-06","Ontario","2021A000235","Unemployment","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063957","7.6.2.1.1.1","386.6","","","","1"
"2021-07","Ontario","2021A000235","Unemployment","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063957","7.6.2.1.1.1","363.2","","","","1"
"2021-08","Ontario","2021A000235","Unemployment","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063957","7.6.2.1.1.1","339.4","","","","1"
"2021-09","Ontario","2021A000235","Unemployment","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063957","7.6.2.1.1.1","328.9","","","","1"
"2021-10","Ontario","2021A000235","Unemployment","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063957","7.6.2.1.1.1","286.4","","","","1"
"2021-11","Ontario","2021A000235","Unemployment","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063957","7.6.2.1.1.1","288.9","","","","1"
"2021-12","Ontario","2021A000235","Unemployment","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063957","7.6.2.1.1.1","262.4","","","","1"
"2022-01","Ontario","2021A000235","Unemployment","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063957","7.6.2.1.1.1","299.4","","","","1"
"2022-02","Ontario","2021A000235","Unemployment","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063957","7.6.2.1.1.1","252.9","","","","1"
"2022-03","Ontario","2021A000235","Unemployment","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063957","7.6.2.1.1.1","217.6","","","","1"
"2022-04","Ontario","2021A000235","Unemployment","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063957","7.6.2.1.1.1","246.9","","","","1"
"2022-05","Ontario","2021A000235","Unemployment","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063957","7.6.2.1.1.1","242.2","","","","1"
"2022-06","Ontario","2021A000235","Unemployment","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063957","7.6.2.1.1.1","221.7","","","","1"
"2022-07","Ontario","2021A000235","Unemployment","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063957","7.6.2.1.1.1","213.2","","","","1"
"2022-08","Ontario","2021A000235","Unemployment","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063957","7.6.2.1.1.1","225.8","","","","1"
"2022-09","Ontario","2021A000235","Unemployment","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063957","7.6.2.1.1.1","232.8","","","","1"
"2022-10","Ontario","2021A000235","Unemployment","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063957","7.6.2.1.1.1","219.2","","","","1"
"2022-11","Ontario","2021A000235","Unemployment","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063957","7.6.2.1.1.1","239.7","","","","1"
"2022-12","Ontario","2021A000235","Unemployment","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063957","7.6.2.1.1.1","231.5","","","","1"
"2023-01","Ontario","2021A000235","Unemployment","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063957","7.6.2.1.1.1","226.7","","","","1"
"2023-02","Ontario","2021A000235","Unemployment","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063957","7.6.2.1.1.1","220.7","","","","1"
"2023-03","Ontario","2021A000235","Unemployment","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063957","7.6.2.1.1.1","236.0","","","","1"
"2023-04","Ontario","2021A000235","Unemployment","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063957","7.6.2.1.1.1","225.6","","","","1"
"2023-05","Ontario","2021A000235","Unemployment","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063957","7.6.2.1.1.1","230.8","","","","1"
"2023-06","Ontario","2021A000235","Unemployment","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063957","7.6.2.1.1.1","239.8","","","","1"
"2023-07","Ontario","2021A000235","Unemployment","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063957","7.6.2.1.1.1","234.4","","","","1"
"2023-08","Ontario","2021A000235","Unemployment","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063957","7.6.2.1.1.1","247.3","","","","1"
"2023-09","Ontario","2021A000235","Unemployment","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063957","7.6.2.1.1.1","256.8","","","","1"
"2023-10","Ontario","2021A000235","Unemployment","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063957","7.6.2.1.1.1","280.2","","","","1"
"2023-11","Ontario","2021A000235","Unemployment","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063957","7.6.2.1.1.1","277.1","","","","1"
"2023-12","Ontario","2021A000235","Unemployment","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063957","7.6.2.1.1.1","292.4","","","","1"
"2024-01","Ontario","2021A000235","Unemployment","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063957","7.6.2.1.1.1","283.6","","","","1"
"2024-02","Ontario","2021A000235","Unemployment","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063957","7.6.2.1.1.1","310.1","","","","1"
"2024-03","Ontario","2021A000235","Unemployment","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063957","7.6.2.1.1.1","329.8","","","","1"
"2024-04","Ontario","2021A000235","Unemployment","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063957","7.6.2.1.1.1","326.4","","","","1"
"2024-05","Ontario","2021A000235","Unemployment","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063957","7.6.2.1.1.1","325.4","","","","1"
"2024-06","Ontario","2021A000235","Unemployment","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063957","7.6.2.1.1.1","342.8","","","","1"
"2024-07","Ontario","2021A000235","Unemployment","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063957","7.6.2.1.1.1","345.7","","","","1"
"2024-08","Ontario","2021A000235","Unemployment","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063957","7.6.2.1.1.1","364.9","","","","1"
"2024-09","Ontario","2021A000235","Unemployment","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063957","7.6.2.1.1.1","357.1","","","","1"
"2024-10","Ontario","2021A000235","Unemployment","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063957","7.6.2.1.1.1","348.8","","","","1"
"2024-11","Ontario","2021A000235","Unemployment","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063957","7.6.2.1.1.1","374.8","","","","1"
